Comment,Specialist,Subclass,Severity
There is blood in my stool. The pain is located in the around the belly button. The pain started suddenly. The intensity is extreme and unbearable. It interferes with my sleep. Eases when I avoid certain foods.,Surgical Gastroenterology,Anal Fissures and Fistulas,7
My eyes are misaligned because of strabismus. I've been experiencing this for several months. The condition is irritated and seems to worsen during allergy season.,Ophthalmologist,"Refractive Errors (Myopia, Hyperopia, Astigmatism)",5
"Following my valve repair/replacement surgery, I have persistent discomfort in my chest. I've been experiencing this for a few days. The condition is healing and seems to worsen in cold weather.",Cardiothoracic Surgeon,Thoracoscopic lung surgery,7
I experience sharp pain and swelling in my abdominal area. I've been experiencing this for a few days. The condition is swollen and seems to worsen due to a recent infection.,General Surgeon,Abscesses,5
Dealing with an imperforate anus. since birth. Intensity: extreme. It affects daily activities.. Relief with medication.. Worsens after diagnosis..,Pediatric Surgery,Choledochal Cysts,10
"My blood sugar levels fluctuate unpredictably, impacting my daily life. I've been experiencing this for several months. The condition is uncomfortable and seems to worsen after eating certain foods.",General Medicine Specialist,Fibromyalgia,2
I've been losing control of my movements and feel depressed. I've been experiencing this for a year. The pain is dull and seems to worsen after eating certain foods.,Neurologist,Spinal Cord Injury,5
I've been diagnosed with cardiomyopathy and have heart-related symptoms. I've been experiencing this over a year. The condition is sudden and seems to worsen cold weather.,Cardiology,Myocardial infarction,7
I need surgery to address severe spasticity in my hand. I've been dealing with this for a week. The intensity is moderate and uncomfortable. I have difficulty performing routine tasks. Pain is slightly eased with medication. It tends to get worse after trauma or accidents..,Plastic Surgery,Microsurgery & Replantation,3
Choledochal cysts found. for a month. Intensity: extreme. It affects daily activities.. Relief with medication.. Worsens due to genetics..,Pediatric Surgery,Pyloric Stenosis,10
"My abdomen has been swelling up, especially after meals. I've been experiencing this for a year. The pain is dull and seems to worsen when I'm stressed.",Gastroenterologist,Esophageal Cancer,5
I experience swelling in my knees. I've been experiencing this for a few days. The intensity is mild but persistent. I can't engage in physical activities I used to enjoy. There is no significant relief despite treatments. It tends to get worse when I wake up in the morning.,Rheumatology,Sjogren's Syndrome ,9
I'm dealing with chronic wounds on my foot due to diabetes. I've been dealing with this for a year. The intensity is mild but persistent. I struggle with physical limitations due to the condition. Specialized wound care provides some relief. It tends to get worse due to complications from previous treatments..,Plastic Surgery,Cosmetic Surgery,8
I am recovering from a recent fracture. I've been dealing with this for a week. The intensity is severe and debilitating. I have difficulty with physical activities. No significant relief found. It tends to get worse following injury or trauma..,Orthopedics,Bone Spurs,9
I experienced some discomfort during the scan. I have been experiencing symptoms for a few days. I felt relieved after the results. The outcome was that It confirmed the suspected diagnosis.. The preparation instructions were clear.,Radiology,Ultrasound Imaging,2
I have a thinning cornea from keratoconus. I've been experiencing this for a month. The condition is blurry and seems to worsen after using digital screens.,Ophthalmologist,Strabismus (Crossed Eyes),9
I've been getting painful spasms in my legs and arms. I've been experiencing this for several months. The pain is spasmodic and seems to worsen when stressed.,Neurologist,Parkinson's Disease,6
I have a persistent hoarseness in my voice and a cough. I've been experiencing this for a year. The pain is sharp and seems to worsen when I'm stressed.,Oncologist,Bladder Cancer,9
I'm dealing with chronic wounds on my foot due to diabetes. I've been dealing with this for a month. The intensity is moderate and uncomfortable. It impacts my self-esteem and confidence. Specialized wound care provides some relief. It tends to get worse due to complications from previous treatments..,Plastic Surgery,Cancer Reconstruction,6
I often wake up choking and gasping for air. I've been experiencing this for several weeks. The condition is painful and seems to worsen after exposure to allergens.,ENT Specialist,Hoarseness,5
I'm not breathing and my heart has stopped beating. I've been experiencing this for a week. The condition is weak and seems to worsen following exposure to chemicals.,Emergency Medicine Specialist,Abdominal Pain,8
Bone spurs are causing discomfort in my feet. I've been dealing with this for a few days. The intensity is severe and debilitating. It impacts my ability to work. No significant relief found. It tends to get worse after prolonged inactivity..,Orthopedics,Tennis Elbow,3
I experience severe discomfort and swelling in my abdominal region. I've been experiencing this for several months. The condition is painful and seems to worsen due to a recent infection.,General Surgeon,Fissures and Fistulas,3
I experience sharp pain in my lower abdomen regularly. I've been experiencing this for a few days. The pain is dull and seems to worsen after a heavy meal.,Gastroenterologist,Diverticulitis,3
I need help recovering from a recent stroke. I've been dealing with this since last winter. The intensity is extreme and overwhelming. It limits my ability to engage in social activities. There is no significant relief despite treatments. It tends to get worse due to underlying health conditions..,Physical Medicine and Rehabilitation,Neurological Rehabilitation,3
There's swelling in my abdomen that's getting worse. I've been experiencing this a few days. The condition is stabbing and seems to worsen climbing stairs.,Cardiology,Endocarditis,3
I feel a lump in my breast and have pain in the area. I've been experiencing this for a week. The pain is aching and seems to worsen after physical activity.,Oncologist,Thyroid Cancer,4
